Date,SWE (in),Snow Depth (in),Precipitation (in),Air Temp (degF),Air Temp Max (degF),Air Temp Min (degF),Air Temp Avg (degF)
8/15/89,0,,31.4,36,67,35,48
8/16/89,0,,31.4,43,70,35,50
8/17/89,0,,31.8,36,66,34,47
8/18/89,0,,31.9,40,60,40,47
8/19/89,0,,32.1,35,61,35,46
8/20/89,0,,32.3,34,58,32,42
8/21/89,0,,32.4,37,61,33,46
8/22/89,0,,32.4,32,65,29,46
8/23/89,0,,32.6,32,64,31,48
8/24/89,0,,32.6,43,61,36,49
8/25/89,0,,32.6,39,62,32,47
8/26/89,0,,32.6,30,66,29,47
8/27/89,0,,32.6,43,62,31,44
8/28/89,0,,32.6,29,69,27,46
8/29/89,0,,32.6,31,70,29,49
8/30/89,0,,32.6,38,65,34,49
8/31/89,0,,32.6,42,67,32,49
9/1/89,0,,32.6,28,68,27,46
9/2/89,0,,32.6,33,66,32,48
9/3/89,0,,32.6,37,67,35,50
9/4/89,0,,32.6,44,66,34,44
9/5/89,0,,32.9,32,59,31,43
9/6/89,0,,32.9,37,65,35,50
9/7/89,0,,32.9,39,64,38,50
9/8/89,0,,33.1,42,57,28,43
9/9/89,0,,33.1,26,61,25,40
9/10/89,0,,33.1,27,56,27,38
9/11/89,0,,33.1,31,56,29,42
9/12/89,0,,33.3,32,52,30,36
9/13/89,0,,33.6,27,54,24,36
9/14/89,0,,33.6,20,64,18,39
9/15/89,0,,33.6,26,63,24,41
9/16/89,0,,33.6,25,64,23,42
9/17/89,0,,33.7,42,64,31,51
9/18/89,0,,33.8,41,63,40,47
9/19/89,0,,33.8,39,57,39,45
9/20/89,0,,34.5,39,54,31,42
9/21/89,0,,34.6,25,63,24,40
9/22/89,0,,34.6,27,64,25,43
9/23/89,0,,34.6,39,64,32,46
9/24/89,0,,34.6,31,68,30,46
9/25/89,0,,34.6,29,66,27,45
9/26/89,0,,34.6,37,67,32,46
9/27/89,0,,34.7,31,64,30,46
9/28/89,0,,34.7,32,68,29,48
9/29/89,0,,34.7,32,68,31,46
9/30/89,0,,34.7,41,63,31,47
10/1/89,0,,0,30,60,30,44
10/2/89,0,,0,38,55,33,44
10/3/89,0,,0,37,52,33,38
10/4/89,0,,1.9,32,39,27,33
10/5/89,0,,2.6,23,50,20,32
10/6/89,0,,2.6,17,53,16,31
10/7/89,0,,2.6,21,48,21,31
10/8/89,0,,2.6,20,58,19,33
10/9/89,0,,2.7,23,61,22,37
10/10/89,0,,2.7,24,60,23,40
10/11/89,0,,2.7,34,62,27,41
10/12/89,0,,2.7,25,63,23,40
10/13/89,0,,2.7,25,64,24,40
10/14/89,0,,2.8,29,60,28,42
10/15/89,0,,2.8,35,48,30,36
10/16/89,0,,2.8,30,44,17,30
10/17/89,0,,3.1,20,46,14,27
10/18/89,0,,3.1,18,48,12,26
10/19/89,0,,3.1,10,57,9,30
10/20/89,0,,3.1,18,53,17,32
10/21/89,0,,3.2,25,47,23,33
10/22/89,0,,3.3,30,51,20,33
10/23/89,0,,3.4,22,54,20,33
10/24/89,0,,3.4,24,57,20,36
10/25/89,0,,3.4,35,48,33,38
10/26/89,0,,3.5,21,40,13,25
10/27/89,0,,3.5,11,47,10,26
10/28/89,0,,3.5,20,36,15,23
10/29/89,0,,3.5,20,27,5,17
10/30/89,0,,3.5,5,41,4,20
10/31/89,0,,3.5,14,42,10,25
11/1/89,0,,3.5,12,35,7,18
11/2/89,0,,3.6,6,47,6,21
11/3/89,0,,3.6,11,46,10,25
11/4/89,0,,3.6,17,46,17,29
11/5/89,0,,3.6,23,47,19,31
11/6/89,0,,3.6,26,39,15,27
11/7/89,0,,3.6,26,41,12,25
11/8/89,0,,3.6,10,43,8,24
11/9/89,0,,3.6,23,50,19,32
11/10/89,0,,3.6,21,58,20,33
11/11/89,0,,3.6,21,63,21,36
11/12/89,0,,3.6,20,55,20,33
11/13/89,0,,3.6,18,51,16,30
11/14/89,0,,3.6,26,30,21,25
11/15/89,0,,3.6,11,39,8,21
11/16/89,0,,3.6,13,44,11,24
11/17/89,0,,3.6,14,38,8,20
11/18/89,0,,3.6,6,47,6,23
11/19/89,0,,3.6,18,68,17,33
11/20/89,0.1,,3.6,21,67,20,38
11/21/89,0.1,,3.6,26,54,20,33
11/22/89,0.3,,3.6,21,49,11,25
11/23/89,0.3,,3.6,12,23,11,14
11/24/89,0.3,,3.6,24,31,19,26
11/25/89,0.4,,3.6,25,39,24,28
11/26/89,0.1,,3.7,25,27,11,22
11/27/89,0.2,,3.8,11,25,-5,8
11/28/89,0.8,,3.8,-11,29,-13,4
11/29/89,0.8,,3.8,-2,42,-3,16
11/30/89,0.8,,3.8,8,43,5,19
12/1/89,0.8,,3.8,4,45,4,20
12/2/89,0.8,,3.8,6,51,4,21
12/3/89,1,,3.8,9,53,8,23
12/4/89,1,,3.8,14,54,13,28
12/5/89,1,,4,24,52,21,31
12/6/89,1,,4,26,35,8,21
12/7/89,1.1,,4.2,11,32,3,14
12/8/89,1.1,,4.2,6,45,4,21
12/9/89,1.1,,4.2,15,38,11,22
12/10/89,1.1,,4.2,10,26,-9,11
12/11/89,1.1,,4.2,-9,16,-11,0
12/12/89,1.2,,4.2,9,27,2,11
12/13/89,1.2,,4.2,1,32,0,10
12/14/89,1.2,,4.2,7,37,4,20
12/15/89,1.2,,4.3,23,31,11,21
12/16/89,1.3,,4.3,0,23,-5,6
12/17/89,1.3,,4.3,-7,23,-8,8
12/18/89,1.3,,4.3,12,24,1,12
12/19/89,1.3,,4.3,2,37,-1,13
12/20/89,1.3,,4.3,10,42,2,18
12/21/89,1.3,,4.3,1,35,1,14
12/22/89,1.5,,4.3,11,31,9,17
12/23/89,1.5,,4.4,14,50,10,24
12/24/89,1.5,,4.4,15,51,9,24
12/25/89,1.5,,4.4,10,53,6,20
12/26/89,1.5,,4.4,6,50,5,20
12/27/89,1.5,,4.4,9,43,8,21
12/28/89,1.6,,4.4,11,40,9,20
12/29/89,1.6,,4.5,5,37,2,15
12/30/89,1.6,,4.5,4,27,-1,11
12/31/89,1.6,,4.5,-1,38,-4,14
1/1/90,1.6,,4.5,1,40,0,17
1/2/90,1.7,,4.5,14,20,10,16
1/3/90,2,,4.7,15,32,-10,11
1/4/90,2.1,,4.8,-13,34,-14,1
1/5/90,2.1,,4.8,-4,31,-8,6
1/6/90,2.1,,4.8,-6,45,-8,13
1/7/90,2.2,,4.9,18,40,3,19
1/8/90,2.3,,4.9,11,38,11,27
1/9/90,2.3,,5,24,53,12,30
1/10/90,2.3,,5,12,53,11,27
1/11/90,2.3,,5,13,53,10,25
1/12/90,2.3,,5,11,45,10,23
1/13/90,2.4,,5.1,20,31,13,22
1/14/90,2.8,,5.3,20,36,18,22
1/15/90,2.9,,5.4,18,22,11,17
1/16/90,2.9,,5.4,10,26,0,11
1/17/90,2.9,,5.4,8,21,-5,7
1/18/90,2.9,,5.4,-3,18,-4,10
1/19/90,3.2,,5.7,10,22,-5,10
1/20/90,3.4,,5.8,-8,36,-10,6
1/21/90,3.4,,5.8,-7,47,-8,12
1/22/90,3.4,,5.9,3,35,2,17
1/23/90,3.4,,6,6,36,2,17
1/24/90,3.5,,6,7,16,-9,3
1/25/90,3.5,,6,1,40,-6,18
1/26/90,3.5,,6,22,37,9,22
1/27/90,3.4,,6,-1,27,-14,5
1/28/90,3.3,,6,1,29,-14,9
1/29/90,3.3,,6.1,9,21,-1,11
1/30/90,3.3,,6.2,2,36,-4,15
1/31/90,3.9,,6.3,15,22,14,17
2/1/90,4.2,,6.6,15,28,11,17
2/2/90,4.4,,7,3,29,-7,8
2/3/90,4.5,,7,-10,39,-11,8
2/4/90,4.5,,7,1,38,-2,12
2/5/90,4.5,,7,5,39,-1,14
2/6/90,4.5,,7,-2,2,-3,-2
2/7/90,4.5,,7,17,36,14,23
2/8/90,4.5,,7,17,24,-8,12
2/9/90,4.7,,7.2,-6,40,-8,12
2/10/90,4.8,,7.3,17,48,12,26
2/11/90,4.8,,7.3,10,58,9,28
2/12/90,4.8,,7.3,24,35,19,27
2/13/90,4.9,,7.3,20,35,15,24
2/14/90,4.9,,7.4,16,20,2,13
2/15/90,5.3,,7.8,-3,22,-17,-1
2/16/90,5.9,,7.8,-18,21,-20,0
2/17/90,6.1,,7.8,5,17,5,12
2/18/90,6.5,,8,13,27,12,16
2/19/90,7,,8.5,13,27,12,18
2/20/90,7.4,,8.8,7,40,7,17
2/21/90,7.6,,8.9,9,36,7,17
2/22/90,7.6,,8.9,13,44,6,20
2/23/90,7.6,,8.9,12,50,5,24
2/24/90,7.6,,8.9,4,57,3,23
2/25/90,7.6,,9,6,53,5,24
2/26/90,7.6,,9,10,49,9,27
2/27/90,7.6,,9.1,22,46,20,28
2/28/90,7.8,,9.2,21,46,8,24
3/1/90,7.9,,9.2,2,43,2,18
3/2/90,7.9,,9.2,5,47,3,21
3/3/90,7.9,,9.2,6,35,6,21
3/4/90,7.9,,9.2,18,47,16,28
3/5/90,8.1,,9.5,25,39,15,26
3/6/90,8.4,,9.8,14,30,4,17
3/7/90,8.7,,10,6,40,1,17
3/8/90,8.8,,10,4,47,3,24
3/9/90,8.8,,10.1,23,46,17,30
3/10/90,9,,10.2,27,44,24,30
3/11/90,9.2,,10.4,24,41,17,25
3/12/90,9.8,,10.7,11,23,11,17
3/13/90,10.6,,11.1,10,20,-2,9
3/14/90,10.7,,11.2,1,29,-2,11
3/15/90,10.8,,11.4,5,30,1,14
3/16/90,10.8,,11.4,8,42,5,19
3/17/90,10.9,,11.4,3,52,3,24
3/18/90,10.9,,11.4,15,48,8,27
3/19/90,10.9,,11.4,5,57,4,28
3/20/90,10.9,,11.4,16,54,15,32
3/21/90,11,,11.5,23,56,21,34
3/22/90,11,,11.5,16,57,13,34
3/23/90,11,,11.5,32,49,21,35
3/24/90,11,,11.5,20,51,20,33
3/25/90,11.1,,11.5,25,51,18,33
3/26/90,11.1,,11.5,20,52,17,33
3/27/90,11.1,,11.5,29,45,18,30
3/28/90,11.3,,11.9,21,42,18,28
3/29/90,11.9,,12.3,21,40,18,25
3/30/90,12.1,,12.5,16,35,7,22
3/31/90,12.4,,12.7,4,50,2,24
4/1/90,12.4,,12.7,11,52,9,28
4/2/90,12.8,,12.8,21,53,16,31
4/3/90,12.7,,12.9,16,53,16,31
4/4/90,12.9,,12.9,18,52,15,30
4/5/90,12.9,,12.9,23,52,20,30
4/6/90,12.9,,13.1,17,53,13,30
4/7/90,12.9,,13.1,16,48,16,29
4/8/90,13.2,,13.4,28,44,24,31
4/9/90,13.8,,14,24,52,22,30
4/10/90,14,,14.2,17,55,14,32
4/11/90,14.3,,14.2,16,56,14,33
4/12/90,14.2,,14.3,21,56,19,35
4/13/90,13.9,,14.3,28,54,25,37
4/14/90,13.7,,14.3,22,62,21,38
4/15/90,13.4,,14.3,24,59,23,40
4/16/90,12.9,,14.4,24,56,22,38
4/17/90,12.2,,14.4,35,45,28,33
4/18/90,12.7,,14.9,25,51,25,31
4/19/90,13.3,,15.5,25,44,23,31
4/20/90,13.5,,15.7,18,61,16,35
4/21/90,13.7,,15.8,31,54,25,38
4/22/90,13.4,,15.8,30,50,29,38
4/23/90,13,,15.8,29,44,27,33
4/24/90,13.6,,16.3,26,43,14,29
4/25/90,13.6,,16.5,12,51,12,31
4/26/90,13.6,,16.6,17,48,14,28
4/27/90,13.7,,16.8,20,47,15,29
4/28/90,13.9,,17,35,54,31,41
4/29/90,13.9,,17.1,31,31,20,27
4/30/90,13.9,,17.6,19,35,19,26
5/1/90,14.9,,18.5,27,42,26,31
5/2/90,16,,19.4,25,53,24,33
5/3/90,16.1,,19.4,24,56,23,36
5/4/90,16,,19.4,20,54,17,34
5/5/90,15.9,,19.4,18,58,16,35
5/6/90,15.9,,19.4,17,65,16,38
5/7/90,15.3,,19.6,26,55,25,39
5/8/90,14.9,,19.6,27,52,18,37
5/9/90,14.7,,19.6,12,52,9,30
5/10/90,13.9,,19.6,17,50,15,34
5/11/90,12.9,,19.7,29,45,26,32
5/12/90,12.5,,19.7,27,49,25,35
5/13/90,11.7,,19.7,32,53,29,39
5/14/90,10.5,,19.7,32,51,27,39
5/15/90,9.4,,19.7,33,46,27,36
5/16/90,9,,19.7,18,50,17,32
5/17/90,8.3,,19.7,18,53,17,38
5/18/90,7.5,,19.7,34,50,27,39
5/19/90,7,,19.7,23,47,22,36
5/20/90,6.2,,19.7,29,55,23,37
5/21/90,4.7,,19.7,23,58,22,40
5/22/90,2.6,,19.7,28,60,28,44
5/23/90,1.2,,19.7,32,60,29,45
5/24/90,0.9,,20,34,56,29,41
5/25/90,0.5,,20.1,28,55,27,41
5/26/90,0.5,,20.1,31,54,27,40
5/27/90,0.5,,20.1,25,60,24,42
5/28/90,0.4,,20.1,42,56,34,44
5/29/90,0.3,,20.3,30,43,28,33
5/30/90,0.2,,20.6,23,52,22,37
5/31/90,0.2,,20.6,35,55,33,42
6/1/90,0,,20.6,35,45,20,36
6/2/90,0,,20.6,17,60,17,39
6/3/90,0,,20.6,32,68,29,46
6/4/90,0,,20.6,30,69,29,49
6/5/90,0,,20.6,43,68,37,53
6/6/90,0,,20.6,42,47,38,42
6/7/90,0,,20.6,42,69,36,52
6/8/90,0,,20.6,33,71,31,50
6/9/90,0,,20.6,34,71,33,48
6/10/90,0,,20.6,44,58,39,46
6/11/90,0,,20.8,41,60,38,49
6/12/90,0,,20.8,40,62,40,49
6/13/90,0,,20.8,36,64,33,50
6/14/90,0,,20.8,41,63,38,49
6/15/90,0,,20.9,42,59,39,48
6/16/90,0,,20.9,35,59,27,43
6/17/90,0,,20.9,24,69,23,46
6/18/90,0,,20.9,47,70,41,57
6/19/90,0,,20.9,39,65,33,50
6/20/90,0,,20.9,29,69,26,49
6/21/90,0,,20.9,31,70,31,50
6/22/90,0,,20.9,30,74,28,51
6/23/90,0,,20.9,33,77,32,54
6/24/90,0,,20.9,52,79,41,59
6/25/90,0,,20.9,38,74,38,55
6/26/90,0,,20.9,40,74,38,51
6/27/90,0,,20.9,38,75,38,55
6/28/90,0,,20.9,39,77,38,56
6/29/90,0,,20.9,37,75,36,56
6/30/90,0,,20.9,42,73,40,53
7/1/90,0,,20.9,38,77,37,51
7/2/90,0,,20.9,40,75,37,55
7/3/90,0,,21.3,42,59,38,48
7/4/90,0,,21.4,36,67,36,48
7/5/90,0,,21.6,40,64,40,48
7/6/90,0,,22.9,43,62,43,49
7/7/90,0,,23.1,44,68,43,52
7/8/90,0,,23.2,41,67,41,51
7/9/90,0,,23.3,45,65,42,50
7/10/90,0,,23.4,38,70,37,53
7/11/90,0,,23.5,38,74,37,54
7/12/90,0,,23.5,40,72,37,54
7/13/90,0,,23.5,41,70,39,53
7/14/90,0,,23.6,44,62,36,46
7/15/90,0,,24.1,33,66,33,45
7/16/90,0,,24.1,35,65,34,48
7/17/90,0,,24.1,36,68,35,50
7/18/90,0,,24.1,39,68,37,50
7/19/90,0,,24.1,37,72,36,52
7/20/90,0,,24.1,44,65,39,50
7/21/90,0,,24.1,37,66,35,50
7/22/90,0,,24.2,34,68,32,48
7/23/90,0,,24.3,35,65,34,49
7/24/90,0,,24.4,42,60,36,46
7/25/90,0,,24.4,60,65,37,49
7/26/90,0,,24.4,40,69,36,51
7/27/90,0,,24.5,33,70,31,50
7/28/90,0,,24.5,33,70,31,49
7/29/90,0,,24.5,38,45,34,38
7/30/90,0,,24.5,32,68,31,47
7/31/90,0,,24.5,34,63,32,46
8/1/90,0,,24.5,42,63,33,44
8/2/90,0,,25.4,34,60,32,43
8/3/90,0,,25.4,31,65,31,46
8/4/90,0,,25.5,31,66,31,46
8/5/90,0,,25.5,42,63,35,44
8/6/90,0,,25.6,31,69,30,47
8/7/90,0,,25.6,33,71,31,50
8/8/90,0,,25.6,35,40,33,35
8/9/90,0,,25.6,34,71,32,49
8/10/90,0,,25.6,35,71,33,49
8/11/90,0,,25.6,36,68,33,44
8/12/90,0,,25.7,40,66,34,44
8/13/90,0,,25.9,35,56,33,43
8/14/90,0,,26.2,39,62,39,46
8/15/90,0,,26.5,42,59,40,45
8/16/90,0,,27,42,58,41,46
8/17/90,0,,27.1,43,58,35,46
8/18/90,0,,27.1,33,65,32,47
8/19/90,0,,27.2,34,63,33,46
8/20/90,0,,27.2,44,57,38,46
8/21/90,0,,27.7,38,65,38,49
8/22/90,0,,27.7,39,62,35,47
8/23/90,0,,27.7,33,62,31,43
8/24/90,0,,27.7,40,62,32,47
8/25/90,0,,27.7,41,63,36,49
8/26/90,0,,27.7,44,69,36,52
8/27/90,0,,27.7,34,73,34,52
8/28/90,0,,27.7,38,72,36,51
8/29/90,0,,27.7,37,78,35,52
8/30/90,0,,27.7,49,73,39,56
8/31/90,0,,27.7,37,72,35,49
9/1/90,0,,27.7,41,71,36,53
9/2/90,0,,27.7,49,71,41,55
9/3/90,0,,27.7,39,74,37,50
9/4/90,0,,27.7,39,65,35,47
9/5/90,0,,28.1,42,59,39,46
9/6/90,0,,28.4,35,70,34,46
9/7/90,0,,28.4,37,68,36,46
9/8/90,0,,28.5,34,36,32,33
9/9/90,0,,28.5,32,68,31,45
9/10/90,0,,28.5,32,67,31,47
9/11/90,0,,28.5,34,71,32,49
9/12/90,0,,28.5,32,76,31,51
9/13/90,0,,28.5,34,78,33,52
9/14/90,0,,28.6,37,74,36,51
9/15/90,0,,28.6,34,71,32,47
9/16/90,0,,28.6,41,58,36,44
9/17/90,0,,29.1,37,53,30,38
9/18/90,0,,29.4,28,49,28,35
9/19/90,0,,29.9,30,55,28,38
9/20/90,0,,30.1,28,49,27,36
9/21/90,0,,30.3,31,56,30,40
9/22/90,0,,30.3,28,64,26,43
9/23/90,0,,30.3,41,47,34,41
9/24/90,0,,30.5,34,66,31,44
9/25/90,0,,30.5,32,63,31,43
9/26/90,0,,30.6,29,62,28,41
9/27/90,0,,30.6,32,56,31,40
9/28/90,0,,31.3,32,46,31,35
9/29/90,0,,32.4,31,58,28,38
9/30/90,0,,32.6,27,62,27,41
10/1/90,0,,0,39,39,35,37
10/2/90,0,,0,35,46,31,35
10/3/90,0,,0.1,26,51,26,35
10/4/90,0,,0.2,25,62,22,40
10/5/90,0,,0.2,25,61,25,42
10/6/90,0,,0.2,34,57,32,41
10/7/90,0,,0.2,38,44,32,37
10/8/90,0,,1,30,40,11,26
10/9/90,0,,1.2,14,49,13,28
10/10/90,0,,1.2,18,56,18,33
10/11/90,0,,1.3,22,53,22,35
10/12/90,0,,1.3,19,53,15,32
10/13/90,0,,1.3,23,57,22,37
10/14/90,0,,1.3,27,59,26,40
10/15/90,0,,1.3,31,58,25,38
10/16/90,0,,1.3,26,54,25,37
